客户号,客户姓名,证件号码,年龄,性别,婚姻状态,教育程度,职业类别,户籍,居住类型,车辆情况,保险缴纳,工作年限,个人年收入,信贷情况
0000999993802350,吉华荣,417539****05154143,25,男,未婚,大专,外资企业,河南,租房,无,无,5,12144,正在偿还
0000999993802361,吉开炮,338298****09184563,31,男,未婚,本科,个体户,浙江,其他,无,有,8,12144,正在偿还
0000999993802372,刘晓琴,356650****08300406,32,男,未婚,大专,私营企业,福建,租房,无,无,12,12144,正常还款
0000999993802383,蔡晓晴,648500****08136880,34,男,已婚,本科,个体户,宁夏,租房,无,有,11,12303,正在偿还
0000999993802394,房彩凤,371216****05084747,29,男,已婚,本科,外资企业,山东,租房,无,无,6,12303,现在没有贷款
0000999993802407,潘恩有,634145****06208721,25,男,未婚,本科,私营企业,青海,自购房,有,有,2,12303,现在没有贷款
0000999993802418,张耀兵,135346****12164029,39,男,未婚,本科,国有企业,河北,其他,无,有,16,12303,现在没有贷款
0000999993802429,辛立梅,140168****07161219,43,男,已婚,硕士及以上,私营企业,山西,租房,无,有,18,12303,现在没有贷款
0000999993802430,刘广建,543314****08073137,46,女,已婚,本科,外资企业,北京,租房,无,有,23,12303,现在没有贷款
0000999993802441,薛宇,419711****05287621,54,女,已婚,本科,国有企业,河南,租房,无,有,31,12303,现在没有贷款
0000999993802452,王春红,229052****10020102,25,男,未婚,本科,私营企业,吉林,租房,无,有,2,12303,现在没有贷款
0000999993802463,王娟,377278****09084810,37,男,未婚,本科,私营企业,山东,租房,无,有,14,12303,现在没有贷款
0000999993802474,陈培礼,515063****05107880,25,男,未婚,大专,私营企业,四川,租房,无,无,5,12320,现在没有贷款
0000999993802485,龚卫卫,378016****06263895,23,男,未婚,大专,国有企业,山东,租房,无,无,3,12320,现在没有贷款
0000999993802496,汤海船,215066****09030559,30,男,未婚,初中及以下,私营企业,辽宁,租房,无,无,34,12320,正在偿还
0000999993802509,杨大伟,121085****04094801,23,男,未婚,高中,外资企业,天津,租房,无,无,5,12320,正常还款
0000999993802510,毛广飞,513047****01021015,28,男,已婚,大专,私营企业,四川,租房,无,无,8,12320,正在偿还
0000999993802521,张天峰,323639****10090094,39,男,已婚,高中,私营企业,江苏,自购房,有,有,21,12320,现在没有贷款
0000999993802532,王玲丽,150744****08163582,44,女,已婚,大专,私营企业,内蒙古,租房,无,无,24,12320,正在偿还
0000999993802543,周江文,348268****07305731,28,男,已婚,初中及以下,私营企业,安徽,租房,无,无,11,12320,现在没有贷款
0000999993802554,朱怀玉,238229****10297412,45,男,已婚,大专,私营企业,黑龙江,租房,无,无,25,12320,现在没有贷款
0000999993802565,赵静,158632****09035747,25,男,未婚,本科,国有企业,内蒙古,租房,无,有,2,12330,现在没有贷款
0000999993802576,蔡秉永,618528****10082247,32,男,未婚,本科,个体户,陕西,自购房,有,有,9,12330,现在没有贷款
0000999993802587,魏娜,412055****11088747,59,女,未婚,本科,私营企业,河南,租房,无,有,36,12330,现在没有贷款
0000999993802598,刘国庆,420588****09117501,25,男,未婚,本科,私营企业,湖北,租房,无,有,2,12330,现在没有贷款
0000999993802600,成殿红,431940****05052131,47,女,已婚,本科,个体户,湖南,自购房,有,有,24,12330,现在没有贷款
0000999993802611,孙琳琳,364731****04296015,25,男,未婚,本科,私营企业,江西,租房,无,有,2,12371,现在没有贷款
0000999993802622,何雨青,462780****05253401,25,男,未婚,本科,私营企业,海南,租房,无,有,2,12371,正在偿还
0000999993802633,潘丽华,335356****06150275,25,女,未婚,本科,私营企业,浙江,租房,无,有,2,12371,正常还款
0000999993802644,陈玉路,211664****09201202,25,女,未婚,本科,外资企业,辽宁,租房,无,有,2,12371,正在偿还
0000999993802655,林燕,617493****08229936,29,女,已婚,本科,私营企业,陕西,租房,无,有,6,12371,现在没有贷款
0000999993802666,周海梅,548812****10220382,30,男,未婚,本科,外资企业,北京,自购房,有,有,7,12375,正在偿还
0000999993802677,梁玉梅,423274****10219261,56,男,未婚,本科,私营企业,湖北,租房,无,无,33,12375,正在偿还
0000999993802688,张红虹,239081****12194487,25,男,未婚,本科,私营企业,黑龙江,租房,无,无,2,12375,正常还款
0000999993802699,蔡建林,505690****10254891,48,女,已婚,本科,私营企业,重庆,租房,无,有,25,12375,正在偿还
0000999993802702,陈永涛,238308****07123041,53,男,已婚,本科,个体户,黑龙江,自购房,有,有,30,12375,现在没有贷款
0000999993802713,吴红,540178****03156727,25,男,未婚,本科,国有企业,北京,租房,无,有,2,12424,现在没有贷款
0000999993802724,苏佃民,159969****10185247,25,男,未婚,本科,其他企业,内蒙古,租房,无,有,2,12424,现在没有贷款
0000999993802735,杨莹莹,114635****08223527,25,男,未婚,本科,私营企业,北京,租房,无,有,2,12424,现在没有贷款
0000999993802746,刘海军,128921****11189032,25,男,未婚,本科,私营企业,天津,租房,无,有,2,12424,现在没有贷款
0000999993802757,莫长城,433455****03016627,42,男,已婚,本科,私营企业,湖南,租房,无,有,19,12424,现在没有贷款
0000999993802768,钱丽,376647****02275843,25,男,未婚,本科,外资企业,山东,租房,无,有,2,12460,现在没有贷款
0000999993802779,马继娟,322727****04094158,25,男,未婚,大专,外资企业,江苏,租房,无,无,5,12460,现在没有贷款
0000999993802780,于春玲,546549****04256792,48,男,离异,本科,私营企业,北京,自购房,有,有,25,12460,现在没有贷款
0000999993802791,张祖华,463706****08254632,33,男,离异,大专,私营企业,海南,租房,无,无,13,12460,现在没有贷款
0000999993802804,王双利,549366****06102944,25,男,未婚,本科,其他企业,北京,租房,无,有,2,12460,正常还款
0000999993802815,周素娟,462037****10143799,36,女,已婚,硕士及以上,私营企业,海南,自购房,有,有,11,12460,正在偿还
0000999993802826,黄正平,636054****02129968,25,男,未婚,本科,私营企业,青海,租房,无,有,2,12480,现在没有贷款
0000999993802837,徐秀芹,544886****03313340,28,女,未婚,初中及以下,个体户,北京,租房,无,无,11,12480,正在偿还
0000999993802848,马月芹,122372****07020207,29,男,已婚,硕士及以上,其他企业,天津,自购房,有,有,4,12480,正在偿还
0000999993802859,王小艳,231040****06141513,30,男,未婚,本科,私营企业,黑龙江,自购房,有,有,7,12480,正常还款
0000999993802860,陈维波,341575****05207682,31,女,未婚,本科,外资企业,安徽,租房,无,有,8,12480,正在偿还
0000999993802871,周恩仁,630276****10035673,25,男,未婚,本科,个体户,青海,租房,无,无,2,12480,现在没有贷款
0000999993802882,查海军,313793****09281639,24,男,离异,本科,私营企业,上海,租房,无,无,1,12480,现在没有贷款
0000999993802893,魏红兵,527102****05044851,27,女,未婚,本科,个体户,上海,自购房,有,有,4,12480,现在没有贷款
0000999993802906,顾华,345403****12181261,28,男,离异,本科,外资企业,安徽,租房,无,无,5,12480,现在没有贷款
0000999993802917,孙德誉,641140****11191643,31,男,未婚,本科,个体户,宁夏,租房,无,无,8,12585,现在没有贷款
0000999993802928,李亚萍,216888****11072685,35,女,未婚,本科,私营企业,辽宁,租房,无,无,12,12585,现在没有贷款
0000999993802939,唐小红,141421****12012215,42,女,未婚,本科,私营企业,山西,自购房,有,有,19,12585,正在偿还
0000999993802940,王保竹,422757****12039016,34,女,已婚,本科,私营企业,湖北,自购房,有,有,11,12585,正在偿还
0000999993802951,林海燕,354928****11213398,41,女,已婚,本科,国有企业,福建,自购房,有,有,18,12585,正在偿还
0000999993802962,吴培培,339006****01249182,45,女,未婚,本科,外资企业,浙江,租房,无,有,22,12750,正在偿还
0000999993802973,徐宇*,235434****09179471,45,女,未婚,本科,外资企业,黑龙江,租房,无,有,22,12750,正在偿还
0000999993802984,苏国胜,344653****02281956,46,女,已婚,本科,私营企业,安徽,自购房,有,有,23,12750,正常还款
0000999993802995,叶飞,505649****02217056,53,女,未婚,大专,私营企业,重庆,自购房,有,有,33,12750,正在偿还
0000999993803002,陈利莉,531139****10064539,63,女,已婚,本科,私营企业,贵州,租房,无,有,40,12750,现在没有贷款
0000999993803013,钱咪,424014****12212862,60,男,已婚,大专,私营企业,湖北,租房,无,无,40,12750,正在偿还
0000999993803024,郭仰庆,517969****08093449,25,男,未婚,本科,国有企业,四川,租房,无,有,2,12756,正常还款
0000999993803035,康素兰,449636****06236502,25,男,未婚,本科,个体户,广东,租房,无,有,2,12756,正在偿还
0000999993803046,孙东兵,231780****06060403,26,男,未婚,硕士及以上,外资企业,黑龙江,租房,无,有,1,12756,现在没有贷款
0000999993803057,王增文,328145****09250157,25,男,未婚,大专,私营企业,江苏,租房,无,无,5,12756,正在偿还
0000999993803068,周永生,327325****04138759,33,男,已婚,本科,个体户,江苏,租房,无,有,10,12756,正在偿还
0000999993803079,季善珍,540858****05289996,38,女,已婚,硕士及以上,私营企业,北京,租房,无,有,13,12828,正常还款
0000999993803080,潘文海,443645****01038667,39,男,已婚,本科,私营企业,广东,租房,无,有,16,12828,正在偿还
0000999993803091,曹良建,127634****02029982,40,男,已婚,本科,私营企业,天津,租房,无,有,17,12828,现在没有贷款
0000999993803104,宋晓燕,232479****01101529,33,男,已婚,本科,私营企业,黑龙江,租房,无,有,10,12828,现在没有贷款
0000999993803115,周晓红,510020****12121489,25,男,未婚,本科,私营企业,四川,租房,无,有,2,12828,现在没有贷款
0000999993803126,周绪军,321533****01310386,25,男,未婚,本科,国有企业,江苏,自购房,有,有,2,12828,现在没有贷款
0000999993803137,张剑,416884****11285161,30,男,未婚,本科,私营企业,河南,自购房,有,有,7,12828,现在没有贷款
0000999993803148,程刚,322544****10313901,33,男,未婚,硕士及以上,私营企业,江苏,租房,无,无,8,12828,现在没有贷款
0000999993803159,张洪芹,640913****04174263,34,男,已婚,本科,私营企业,宁夏,租房,无,有,11,12828,现在没有贷款
0000999993803160,兰兰,130256****11270740,49,男,未婚,本科,个体户,河北,租房,无,有,26,12854,现在没有贷款
0000999993803171,王红,145250****04247639,25,男,未婚,本科,私营企业,山西,租房,有,有,2,12854,现在没有贷款
0000999993803182,惠志国,356032****11011637,26,女,已婚,本科,外资企业,福建,租房,无,有,3,12854,现在没有贷款
0000999993803193,潘素珍,536012****11048916,33,女,已婚,本科,私营企业,贵州,租房,无,有,10,12854,正在偿还
0000999993803206,杨德洪,159339****06056252,41,男,未婚,本科,外资企业,内蒙古,自购房,有,有,18,12854,正常还款
0000999993803217,王珊珊,148249****06035925,25,男,未婚,本科,其他企业,山西,自购房,有,有,2,12854,正在偿还
0000999993803228,王敏,229706****05098389,34,男,已婚,本科,私营企业,吉林,租房,有,有,11,12854,现在没有贷款
0000999993803239,王林,142304****12036676,25,女,未婚,本科,私营企业,山西,租房,有,有,2,12854,正在偿还
0000999993803240,于慧涛,340969****07243884,25,男,未婚,本科,私营企业,安徽,租房,无,有,2,12854,现在没有贷款
0000999993803251,于慧永,542062****01313808,42,女,未婚,本科,私营企业,北京,自购房,有,有,19,12855,现在没有贷款
0000999993803262,单康中,642329****11016029,45,女,未婚,硕士及以上,私营企业,宁夏,租房,无,有,20,12855,现在没有贷款
0000999993803273,龚海红,139097****05158933,54,女,未婚,本科,外资企业,河北,租房,无,有,31,12855,现在没有贷款
0000999993803284,宋娟和,325259****10308640,56,女,未婚,本科,私营企业,江苏,租房,无,有,33,12855,现在没有贷款
0000999993803295,张涛,624495****11106228,21,女,未婚,高中,私营企业,甘肃,租房,无,无,3,12855,现在没有贷款
0000999993803308,夏彩云,123617****12283149,18,女,未婚,高中,其他企业,天津,自购房,有,有,0,12855,现在没有贷款
0000999993803319,赵兰兰,439243****06275052,26,女,未婚,初中及以下,私营企业,湖南,租房,无,无,10,12855,现在没有贷款
0000999993803320,王海燕,529966****08263448,37,女,未婚,大专,外资企业,贵州,租房,无,无,17,12855,正在偿还
0000999993803331,王素涛,148823****10038695,43,女,已婚,高中,私营企业,山西,租房,无,无,25,12855,正常还款
0000999993803342,张红红,364736****03281677,24,女,已婚,初中及以下,私营企业,江西,租房,无,无,10,12911,还在拖欠
0000999993803353,顾云霞,412775****05250440,25,女,离异,大专,私营企业,河南,租房,无,无,5,12911,还在拖欠
0000999993803364,张剑,424169****04280319,21,男,未婚,初中及以下,私营企业,湖北,租房,无,无,17,12911,逾期还款
0000999993803375,陈奎,505042****04309742,30,男,未婚,初中及以下,私营企业,重庆,租房,无,无,35,12911,还在拖欠
0000999993803386,张荣荣,644130****06024133,46,男,已婚,初中及以下,私营企业,宁夏,租房,无,无,12,12911,还在拖欠
0000999993803397,张智海,369777****12204206,26,男,已婚,硕士及以上,外资企业,江西,租房,无,有,1,12911,正在偿还
0000999993803400,林星星,533658****08151276,31,男,已婚,本科,个体户,贵州,自购房,有,有,8,12911,现在没有贷款
0000999993803411,朱召连,117514****02054512,32,男,未婚,本科,私营企业,北京,租房,无,有,9,12911,现在没有贷款
0000999993803422,张良和,630273****03272356,39,女,离异,高中,外资企业,青海,自购房,有,有,21,12911,现在没有贷款
0000999993803433,丁志美,529825****11245028,29,男,未婚,初中及以下,私营企业,贵州,租房,无,无,14,12914,还在拖欠
0000999993803444,刘金海,338509****02071393,21,男,未婚,初中及以下,私营企业,浙江,租房,无,无,29,12914,还在拖欠
0000999993803455,林波,514335****09269003,26,女,已婚,初中及以下,私营企业,四川,租房,无,无,8,12914,逾期还款
0000999993803466,张云娟,332746****06209004,26,男,未婚,硕士及以上,私营企业,浙江,租房,无,有,1,12914,现在没有贷款
0000999993803477,王道琴,654910****01019922,24,男,未婚,本科,个体户,北京,租房,无,有,1,12914,现在没有贷款
